0.0	0.0	0.0	0.0
0.3611575592573077	1.0	1.0	1.0
0.8198915917499229	1.0	1.0	1.0
1.0000000000000002	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.3611575592573077	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.5619514869490164	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.8198915917499229	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
0.0	1.0	1.0	1.0
1.0000000000000002	1.0	1.0	1.0
0.43994134506405996	1.0	1.0	1.0
0.0	0.23145502494313785	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.16666666666666663
0.650443635587991	1.0	1.0	1.0
0.46056618647183833	1.0	1.0	1.0
0.0	0.09953042290245112	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.16666666666666663
0.0	0.0	0.0	0.16666666666666663
0.0	0.0	0.0	0.16666666666666663
0.0	0.1327072305366015	0.6681531047810608	0.6923076923076923
0.0	0.23145502494313785	0.6681531047810608	0.6923076923076923
0.0	0.13536936750452858	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.16666666666666663
0.0	0.19906084580490224	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.16666666666666663
0.0	0.0	0.0	0.16666666666666663
0.0	0.09953042290245112	0.6681531047810608	0.6923076923076923
0.7977240352174656	1.0	1.0	1.0
0.0	0.09953042290245112	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.16666666666666663
0.0	0.0	0.0	0.16666666666666663
0.0	0.0	0.0	0.16666666666666663
0.46056618647183833	1.0	1.0	1.0
0.0	0.0	0.0	0.16666666666666663
0.0	0.23145502494313785	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.16666666666666663
0.0	0.09953042290245112	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.16666666666666663
0.46056618647183833	1.0	1.0	1.0
0.0	0.1327072305366015	0.6681531047810608	0.6923076923076923
0.0	0.23145502494313785	0.6681531047810608	0.6923076923076923
0.0	0.13536936750452858	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.16666666666666663
0.0	0.0	0.0	0.16666666666666663
0.7977240352174656	1.0	1.0	1.0
0.0	0.09953042290245112	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.16666666666666663
0.0	0.0	0.0	0.16666666666666663
0.0	0.0	0.0	0.16666666666666663
0.0	0.07174196570745643	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.16666666666666663
0.46056618647183833	1.0	1.0	1.0
0.0	0.0	0.0	0.16666666666666663
0.0	0.0	0.0	0.16666666666666663
0.0	0.23145502494313785	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.09953042290245112	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.0
0.0	0.09953042290245112	0.6681531047810608	0.6923076923076923
0.0	0.0	0.0	0.16666666666666663
0.0	0.0	0.0	0.16666666666666663
0.46056618647183833	1.0	1.0	1.0
0.0	0.0	0.0	0.16666666666666663
0.0	0.1327072305366015	0.6681531047810608	0.6923076923076923
0.0	0.23145502494313785	0.6681531047810608	0.6923076923076923
0.0	0.13536936750452858	0.6681531047810608	0.6923076923076923
